所属区,初中学校代码,初中学校名称,招生高中名称,招生高中代码,分配名额数
奉贤区,201017,上海市奉贤区尚同中学,上海市格致中学 (奉贤校区),12002,1
奉贤区,201017,上海市奉贤区尚同中学,上海市奉贤中学,202001,5
奉贤区,201017,上海市奉贤区尚同中学,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,201018,上海外国语大学附属奉贤实验中学,上海市格致中学 (奉贤校区),12002,1
奉贤区,201018,上海外国语大学附属奉贤实验中学,上海市奉贤中学,202001,5
奉贤区,201018,上海外国语大学附属奉贤实验中学,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,201019,上海市奉贤区崇实中学,上海市格致中学 (奉贤校区),12002,2
奉贤区,201019,上海市奉贤区崇实中学,上海市奉贤中学,202001,11
奉贤区,201019,上海市奉贤区崇实中学,上海交通大学附属中学,102056,1
奉贤区,201019,上海市奉贤区崇实中学,华东师范大学第二附属中学临港奉贤分校,202002,2
奉贤区,201020,上海市奉贤区待问中学,上海市格致中学 (奉贤校区),12002,1
奉贤区,201020,上海市奉贤区待问中学,上海市奉贤中学,202001,7
奉贤区,201020,上海市奉贤区待问中学,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,201021,上海市奉贤中学附属初级中学,上海市格致中学 (奉贤校区),12002,1
奉贤区,201021,上海市奉贤中学附属初级中学,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,204002,上海市奉贤区肖塘中学,上海市格致中学 (奉贤校区),12002,1
奉贤区,204002,上海市奉贤区肖塘中学,上海市奉贤中学,202001,3
奉贤区,204002,上海市奉贤区肖塘中学,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205002,上海市奉贤区育秀中学,上海市格致中学 (奉贤校区),12002,2
奉贤区,205002,上海市奉贤区育秀中学,上海市奉贤中学,202001,15
奉贤区,205002,上海市奉贤区育秀中学,上海市上海中学,42032,1
奉贤区,205002,上海市奉贤区育秀中学,复旦大学附属中学,102057,1
奉贤区,205002,上海市奉贤区育秀中学,华东师范大学第二附属中学临港奉贤分校,202002,2
奉贤区,205003,上海市奉贤区华亭学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205003,上海市奉贤区华亭学校,上海市奉贤中学,202001,9
奉贤区,205003,上海市奉贤区华亭学校,上海师范大学附属中学,152006,1
奉贤区,205003,上海市奉贤区华亭学校,华东师范大学第二附属中学临港奉贤分校,202002,2
奉贤区,205004,上海市奉贤区西渡学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205004,上海市奉贤区西渡学校,上海市奉贤中学,202001,6
奉贤区,205004,上海市奉贤区西渡学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205005,上海市奉贤区新寺学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205005,上海市奉贤区新寺学校,上海市奉贤中学,202001,2
奉贤区,205005,上海市奉贤区新寺学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205006,上海奉贤区世外学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205006,上海奉贤区世外学校,上海市奉贤中学,202001,2
奉贤区,205006,上海奉贤区世外学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205007,上海市奉贤区胡桥学校,上海市奉贤中学,202001,1
奉贤区,205007,上海市奉贤区胡桥学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205008,上海市奉贤区柘林学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205008,上海市奉贤区柘林学校,上海市奉贤中学,202001,2
奉贤区,205008,上海市奉贤区柘林学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205009,上海市奉贤区阳光外国语学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205009,上海市奉贤区阳光外国语学校,上海市奉贤中学,202001,7
奉贤区,205009,上海市奉贤区阳光外国语学校,华东师范大学第二附属中学临港奉贤分校,202002,2
奉贤区,205010,上海市奉贤区庄行学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205010,上海市奉贤区庄行学校,上海市奉贤中学,202001,3
奉贤区,205010,上海市奉贤区庄行学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205011,上海市奉贤区邬桥学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205011,上海市奉贤区邬桥学校,上海市奉贤中学,202001,2
奉贤区,205011,上海市奉贤区邬桥学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205013,上海市奉贤区齐贤学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205013,上海市奉贤区齐贤学校,上海市奉贤中学,202001,3
奉贤区,205013,上海市奉贤区齐贤学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205014,上海市奉贤区泰日学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205014,上海市奉贤区泰日学校,上海市奉贤中学,202001,5
奉贤区,205014,上海市奉贤区泰日学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205015,上海市奉贤中学附属三官堂学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205015,上海市奉贤中学附属三官堂学校,上海市奉贤中学,202001,1
奉贤区,205016,上海市奉贤区钱桥学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205016,上海市奉贤区钱桥学校,上海市奉贤中学,202001,1
奉贤区,205016,上海市奉贤区钱桥学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205017,上海市奉贤区平安学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205017,上海市奉贤区平安学校,上海市奉贤中学,202001,4
奉贤区,205017,上海市奉贤区平安学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205018,上海市奉贤区邵厂学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205018,上海市奉贤区邵厂学校,上海市奉贤中学,202001,2
奉贤区,205018,上海市奉贤区邵厂学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205019,上海市奉贤区弘文学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205019,上海市奉贤区弘文学校,上海市奉贤中学,202001,7
奉贤区,205019,上海市奉贤区弘文学校,华东师范大学第二附属中学临港奉贤分校,202002,2
奉贤区,205020,上海市奉贤区星火学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205020,上海市奉贤区星火学校,上海市奉贤中学,202001,3
奉贤区,205020,上海市奉贤区星火学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205021,上海市奉贤区五四学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205021,上海市奉贤区五四学校,上海市奉贤中学,202001,2
奉贤区,205021,上海市奉贤区五四学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205022,上海市奉贤区肇文学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205022,上海市奉贤区肇文学校,上海市奉贤中学,202001,4
奉贤区,205022,上海市奉贤区肇文学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205023,上海市奉贤区奉浦中学,上海市格致中学 (奉贤校区),12002,1
奉贤区,205023,上海市奉贤区奉浦中学,上海市奉贤中学,202001,4
奉贤区,205023,上海市奉贤区奉浦中学,上海交通大学附属中学,102056,1
奉贤区,205023,上海市奉贤区奉浦中学,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205024,上海大学附属奉贤实验学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205024,上海大学附属奉贤实验学校,上海市奉贤中学,202001,2
奉贤区,205024,上海大学附属奉贤实验学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205030,上海奉贤区世外教育附属临港外国语学校,上海市格致中学 (奉贤校区),12002,1
奉贤区,205030,上海奉贤区世外教育附属临港外国语学校,上海市奉贤中学,202001,2
奉贤区,205030,上海奉贤区世外教育附属临港外国语学校,华东师范大学第二附属中学临港奉贤分校,202002,1
奉贤区,205099,柘林学校师大附中教学点,上海市格致中学 (奉贤校区),12002,1
奉贤区,205099,柘林学校师大附中教学点,上海市奉贤中学,202001,1
奉贤区,205099,柘林学校师大附中教学点,华东师范大学第二附属中学临港奉贤分校,202002,1
虹口区,91001,上海市虹口实验学校,上海市复兴高级中学,0,14
虹口区,91001,上海市虹口实验学校,华东师范大学第一附属中学,0,13
虹口区,91001,上海市虹口实验学校,上海财经大学附属北郊高级中学,0,10
虹口区,91002,上海市曲阳第二中学,上海市复兴高级中学,0,12
虹口区,91002,上海市曲阳第二中学,华东师范大学第一附属中学,0,11
虹口区,91003,上海市钟山初级中学,上海市复兴高级中学,0,8
虹口区,91003,上海市钟山初级中学,华东师范大学第一附属中学,0,7
虹口区,91003,上海市钟山初级中学,上海财经大学附属北郊高级中学,0,6
虹口区,91004,上海市长青学校,上海市复兴高级中学,0,9
虹口区,91004,上海市长青学校,华东师范大学第一附属中学,0,8
虹口区,91004,上海市长青学校,上海财经大学附属北郊高级中学,0,7
虹口区,91005,上海市公办华初,上海市复兴高级中学,0,11
虹口区,91005,上海市公办华初,华东师范大学第一附属中学,0,10
虹口区,91005,上海市公办华初,上海财经大学附属北郊高级中学,0,9
虹口区,91006,上海市丰镇中学,上海市复兴高级中学,0,5
虹口区,91006,上海市丰镇中学,华东师范大学第一附属中学,0,4
虹口区,91006,上海市丰镇中学,上海财经大学附属北郊高级中学,0,3
虹口区,91007,上海市北郊学校,上海市复兴高级中学,0,7
虹口区,91007,上海市北郊学校,华东师范大学第一附属中学,0,6
虹口区,91007,上海市北郊学校,上海财经大学附属北郊高级中学,0,5
虹口区,91008,上海市江湾初级中学,上海市复兴高级中学,0,6
虹口区,91008,上海市江湾初级中学,华东师范大学第一附属中学,0,5
虹口区,91008,上海市江湾初级中学,上海财经大学附属北郊高级中学,0,4
虹口区,91009,上海市复兴实验学校,上海市复兴高级中学,0,8
虹口区,91009,上海市复兴实验学校,华东师范大学第一附属中学,0,7
虹口区,91009,上海市复兴实验学校,上海财经大学附属北郊高级中学,0,6
虹口区,91010,上海市上音实验学校,上海市复兴高级中学,0,7
虹口区,91010,上海市上音实验学校,华东师范大学第一附属中学,0,6
虹口区,91010,上海市上音实验学校,上海财经大学附属北郊高级中学,0,5
虹口区,91011,上海市实验中学,上海市复兴高级中学,0,9
虹口区,91011,上海市实验中学,华东师范大学第一附属中学,0,8
虹口区,91011,上海市实验中学,上海财经大学附属北郊高级中学,0,7
虹口区,91012,上海市继光初级中学,上海市复兴高级中学,0,4
虹口区,91012,上海市继光初级中学,华东师范大学第一附属中学,0,3
虹口区,91012,上海市继光初级中学,上海财经大学附属北郊高级中学,0,2
虹口区,91013,上海市海南中学,上海市复兴高级中学,0,3
虹口区,91013,上海市海南中学,华东师范大学第一附属中学,0,2
虹口区,91013,上海市海南中学,上海财经大学附属北郊高级中学,0,1
虹口区,91014,上海市鲁迅初级中学,上海市复兴高级中学,0,5
虹口区,91014,上海市鲁迅初级中学,华东师范大学第一附属中学,0,4
虹口区,91014,上海市鲁迅初级中学,上海财经大学附属北郊高级中学,0,3
虹口区,91015,上海市第五十二中学,上海市复兴高级中学,0,2
虹口区,91015,上海市第五十二中学,华东师范大学第一附属中学,0,2
虹口区,91015,上海市第五十二中学,上海财经大学附属北郊高级中学,0,2
虹口区,91016,上海市上师虹口学校,上海市复兴高级中学,0,6
虹口区,91016,上海市上师虹口学校,华东师范大学第一附属中学,0,5
虹口区,91016,上海市上师虹口学校,上海财经大学附属北郊高级中学,0,4
虹口区,91017,上海市同济澄衷学校,上海市复兴高级中学,0,2
虹口区,91017,上海市同济澄衷学校,华东师范大学第一附属中学,0,2
虹口区,91017,上海市同济澄衷学校,上海财经大学附属北郊高级中学,0,2
虹口区,91018,上海市世外欧阳学校,上海市复兴高级中学,0,2
虹口区,91018,上海市世外欧阳学校,华东师范大学第一附属中学,0,2
虹口区,91018,上海市世外欧阳学校,上海财经大学附属北郊高级中学,0,2
虹口区,91019,上海市民办新华初中学,上海市复兴高级中学,0,17
虹口区,91019,上海市民办新华初中学,华东师范大学第一附属中学,0,15
虹口区,91019,上海市民办新华初中学,上海财经大学附属北郊高级中学,0,11
虹口区,91020,上海市民办新复兴初级中学,上海市复兴高级中学,0,17
虹口区,91020,上海市民办新复兴初级中学,华东师范大学第一附属中学,0,15
虹口区,91020,上海市民办新复兴初级中学,上海财经大学附属北郊高级中学,0,12
虹口区,91021,上海市民办新北郊初级中学,上海市复兴高级中学,0,17
虹口区,91021,上海市民办新北郊初级中学,华东师范大学第一附属中学,0,15
虹口区,91021,上海市民办新北郊初级中学,上海财经大学附属北郊高级中学,0,12
虹口区,91022,上海市民办迅行中学,上海市复兴高级中学,0,7
虹口区,91022,上海市民办迅行中学,华东师范大学第一附属中学,0,5
虹口区,91022,上海市民办迅行中学,上海财经大学附属北郊高级中学,0,4
虹口区,91023,上海市民办克勒外国语学校,上海市复兴高级中学,0,10
虹口区,91023,上海市民办克勒外国语学校,华东师范大学第一附属中学,0,10
虹口区,91023,上海市民办克勒外国语学校,上海财经大学附属北郊高级中学,0,8
黄浦区,11001,上海市格致初级中学,上海市格致中学,12001,21
黄浦区,11001,上海市格致初级中学,格致中学 (奉贤校区),12002,8
黄浦区,11001,上海市格致初级中学,上海市大同中学,12003,14
黄浦区,11001,上海市格致初级中学,上海市向明中学,12005,12
黄浦区,11001,上海市格致初级中学,向明中学 (浦江校区),12006,3
黄浦区,11001,上海市格致初级中学,上海市大境中学,12007,15
黄浦区,11001,上海市格致初级中学,上海市光明中学,12008,15
黄浦区,11001,上海市格致初级中学,上海市敬业中学,12009,15
黄浦区,11001,上海市格致初级中学,上海市卢湾高级中学,12010,16
黄浦区,11002,上海市大同初级中学,上海市格致中学,12001,10
黄浦区,11002,上海市大同初级中学,格致中学 (奉贤校区),12002,2
黄浦区,11002,上海市大同初级中学,上海市大同中学,12003,15
黄浦区,11002,上海市大同初级中学,上海市向明中学,12005,9
黄浦区,11002,上海市大同初级中学,向明中学 (浦江校区),12006,2
黄浦区,11002,上海市大同初级中学,上海市大境中学,12007,10
黄浦区,11002,上海市大同初级中学,上海市光明中学,12008,10
黄浦区,11002,上海市大同初级中学,上海市敬业中学,12009,10
黄浦区,11002,上海市大同初级中学,上海市卢湾高级中学,12010,10
黄浦区,11003,上海市向明初级中学,上海市格致中学,12001,10
黄浦区,11003,上海市向明初级中学,格致中学 (奉贤校区),12002,2
黄浦区,11003,上海市向明初级中学,上海市大同中学,12003,10
黄浦区,11003,上海市向明初级中学,上海市向明中学,12005,14
黄浦区,11003,上海市向明初级中学,向明中学 (浦江校区),12006,7
黄浦区,11003,上海市向明初级中学,上海市大境中学,12007,11
黄浦区,11003,上海市向明初级中学,上海市光明中学,12008,11
黄浦区,11003,上海市向明初级中学,上海市敬业中学,12009,10
黄浦区,11003,上海市向明初级中学,上海市卢湾高级中学,12010,11
黄浦区,11004,上海市大境初级中学,上海市格致中学,12001,9
黄浦区,11004,上海市大境初级中学,格致中学 (奉贤校区),12002,2
黄浦区,11004,上海市大境初级中学,上海市大同中学,12003,9
黄浦区,11004,上海市大境初级中学,上海市向明中学,12005,7
黄浦区,11004,上海市大境初级中学,向明中学 (浦江校区),12006,2
黄浦区,11004,上海市大境初级中学,上海市大境中学,12007,13
黄浦区,11004,上海市大境初级中学,上海市光明中学,12008,9
黄浦区,11004,上海市大境初级中学,上海市敬业中学,12009,10
黄浦区,11004,上海市大境初级中学,上海市卢湾高级中学,12010,9
黄浦区,11005,上海市光明初级中学,上海市格致中学,12001,3
黄浦区,11005,上海市光明初级中学,格致中学 (奉贤校区),12002,1
黄浦区,11005,上海市光明初级中学,上海市大同中学,12003,4
黄浦区,11005,上海市光明初级中学,上海市向明中学,12005,3
黄浦区,11005,上海市光明初级中学,向明中学 (浦江校区),12006,1
黄浦区,11005,上海市光明初级中学,上海市大境中学,12007,3
黄浦区,11005,上海市光明初级中学,上海市光明中学,12008,4
黄浦区,11005,上海市光明初级中学,上海市敬业中学,12009,3
黄浦区,11005,上海市光明初级中学,上海市卢湾高级中学,12010,3
黄浦区,11005,上海市光明初级中学,复旦大学附属中学,102057,1
黄浦区,11006,上海市敬业初级中学,上海市格致中学,12001,5
黄浦区,11006,上海市敬业初级中学,格致中学 (奉贤校区),12002,2
黄浦区,11006,上海市敬业初级中学,上海市大同中学,12003,5
黄浦区,11006,上海市敬业初级中学,上海市向明中学,12005,4
黄浦区,11006,上海市敬业初级中学,向明中学 (浦江校区),12006,1
黄浦区,11006,上海市敬业初级中学,上海市大境中学,12007,5
黄浦区,11006,上海市敬业初级中学,上海市光明中学,12008,6
黄浦区,11006,上海市敬业初级中学,上海市敬业中学,12009,7
黄浦区,11006,上海市敬业初级中学,上海市卢湾高级中学,12010,6
黄浦区,11006,上海市敬业初级中学,上海市上海中学,42032,1
黄浦区,11007,上海市卢湾中学,上海市格致中学,12001,7
黄浦区,11007,上海市卢湾中学,格致中学 (奉贤校区),12002,2
黄浦区,11007,上海市卢湾中学,上海市大同中学,12003,8
黄浦区,11007,上海市卢湾中学,上海市向明中学,12005,6
黄浦区,11007,上海市卢湾中学,向明中学 (浦江校区),12006,1
黄浦区,11007,上海市卢湾中学,上海市大境中学,12007,7
黄浦区,11007,上海市卢湾中学,上海市光明中学,12008,7
黄浦区,11007,上海市卢湾中学,上海市敬业中学,12009,7
黄浦区,11007,上海市卢湾中学,上海市卢湾高级中学,12010,9
黄浦区,11007,上海市卢湾中学,上海市上海中学,42032,1
黄浦区,11008,上海市市八初级中学,上海市格致中学,12001,4
黄浦区,11008,上海市市八初级中学,格致中学 (奉贤校区),12002,1
黄浦区,11008,上海市市八初级中学,上海市大同中学,12003,4
黄浦区,11008,上海市市八初级中学,上海市向明中学,12005,3
黄浦区,11008,上海市市八初级中学,向明中学 (浦江校区),12006,1
黄浦区,11008,上海市市八初级中学,上海市大境中学,12007,4
黄浦区,11008,上海市市八初级中学,上海市光明中学,12008,4
黄浦区,11008,上海市市八初级中学,上海市敬业中学,12009,5
黄浦区,11008,上海市市八初级中学,上海市卢湾高级中学,12010,4
黄浦区,11009,上海市尚文中学,上海市格致中学,12001,4
黄浦区,11009,上海市尚文中学,格致中学 (奉贤校区),12002,2
黄浦区,11009,上海市尚文中学,上海市大同中学,12003,5
黄浦区,11009,上海市尚文中学,上海市向明中学,12005,4
黄浦区,11009,上海市尚文中学,向明中学 (浦江校区),12006,1
黄浦区,11009,上海市尚文中学,上海市大境中学,12007,5
黄浦区,11009,上海市尚文中学,上海市光明中学,12008,5
黄浦区,11009,上海市尚文中学,上海市敬业中学,12009,5
黄浦区,11009,上海市尚文中学,上海市卢湾高级中学,12010,5
黄浦区,11009,上海市尚文中学,华东师范大学第二附属中学,152003,1
黄浦区,11012,交附黄浦实验学校,上海市格致中学,12001,6
黄浦区,11012,交附黄浦实验学校,格致中学 (奉贤校区),12002,2
黄浦区,11012,交附黄浦实验学校,上海市大同中学,12003,5
黄浦区,11012,交附黄浦实验学校,上海市向明中学,12005,4
黄浦区,11012,交附黄浦实验学校,向明中学 (浦江校区),12006,1
黄浦区,11012,交附黄浦实验学校,上海市大境中学,12007,5
黄浦区,11012,交附黄浦实验学校,上海市光明中学,12008,7
黄浦区,11012,交附黄浦实验学校,上海市敬业中学,12009,5
黄浦区,11012,交附黄浦实验学校,上海市卢湾高级中学,12010,5
黄浦区,11012,交附黄浦实验学校,上海交通大学附属中学,102056,1
黄浦区,11014,上海市清华中学,上海市格致中学,12001,2
黄浦区,11014,上海市清华中学,格致中学 (奉贤校区),12002,1
黄浦区,11014,上海市清华中学,上海市大同中学,12003,1
黄浦区,11014,上海市清华中学,上海市向明中学,12005,2
黄浦区,11014,上海市清华中学,向明中学 (浦江校区),12006,3
黄浦区,11014,上海市清华中学,上海市大境中学,12007,1
黄浦区,11014,上海市清华中学,上海市光明中学,12008,1
黄浦区,11014,上海市清华中学,上海市敬业中学,12009,1
黄浦区,11014,上海市清华中学,上海市卢湾高级中学,12010,1
嘉定区,141001,上海市嘉定区启良中学,上海市嘉定区第一中学,142001,6
嘉定区,141001,上海市嘉定区启良中学,上海交通大学附属中学嘉定分校,142002,7
嘉定区,141001,上海市嘉定区启良中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141002,上海市嘉定区方泰中学,华东师范大学第二附属中学,152003,1
嘉定区,141002,上海市嘉定区方泰中学,上海市嘉定区第一中学,142001,1
嘉定区,141002,上海市嘉定区方泰中学,上海交通大学附属中学嘉定分校,142002,2
嘉定区,141002,上海市嘉定区方泰中学,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141003,上海市曹杨二中附属江桥实验中学,上海市嘉定区第一中学,142001,8
嘉定区,141003,上海市曹杨二中附属江桥实验中学,上海交通大学附属中学嘉定分校,142002,10
嘉定区,141003,上海市曹杨二中附属江桥实验中学,上海师范大学附属中学嘉定新城分校,142004,3
嘉定区,141004,上海市嘉定区迎园中学,上海市嘉定区第一中学,142001,11
嘉定区,141004,上海市嘉定区迎园中学,上海交通大学附属中学嘉定分校,142002,13
嘉定区,141004,上海市嘉定区迎园中学,上海师范大学附属中学嘉定新城分校,142004,4
嘉定区,141005,上海市嘉定区南苑中学,上海市嘉定区第一中学,142001,4
嘉定区,141005,上海市嘉定区南苑中学,上海交通大学附属中学嘉定分校,142002,5
嘉定区,141005,上海市嘉定区南苑中学,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141006,上海市嘉定区黄渡中学,华东师范大学第二附属中学,152003,1
嘉定区,141006,上海市嘉定区黄渡中学,上海市嘉定区第一中学,142001,6
嘉定区,141006,上海市嘉定区黄渡中学,上海交通大学附属中学嘉定分校,142002,6
嘉定区,141006,上海市嘉定区黄渡中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141007,上海市嘉定区徐行中学,上海市嘉定区第一中学,142001,2
嘉定区,141007,上海市嘉定区徐行中学,上海交通大学附属中学嘉定分校,142002,2
嘉定区,141007,上海市嘉定区徐行中学,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141008,上海市嘉定区马陆育才联合中学,华东师范大学第二附属中学,152003,1
嘉定区,141008,上海市嘉定区马陆育才联合中学,上海市嘉定区第一中学,142001,4
嘉定区,141008,上海市嘉定区马陆育才联合中学,上海交通大学附属中学嘉定分校,142002,4
嘉定区,141008,上海市嘉定区马陆育才联合中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141009,上海市民办嘉一联合中学,上海市上海中学,42032,1
嘉定区,141009,上海市民办嘉一联合中学,上海市嘉定区第一中学,142001,8
嘉定区,141009,上海市民办嘉一联合中学,上海交通大学附属中学嘉定分校,142002,11
嘉定区,141009,上海市民办嘉一联合中学,上海师范大学附属中学嘉定新城分校,142004,3
嘉定区,141010,上海市嘉定区丰庄中学,上海市上海中学,42032,1
嘉定区,141010,上海市嘉定区丰庄中学,上海市嘉定区第一中学,142001,6
嘉定区,141010,上海市嘉定区丰庄中学,上海交通大学附属中学嘉定分校,142002,6
嘉定区,141010,上海市嘉定区丰庄中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141011,上海市嘉定区外冈中学,上海市嘉定区第一中学,142001,3
嘉定区,141011,上海市嘉定区外冈中学,上海交通大学附属中学嘉定分校,142002,4
嘉定区,141011,上海市嘉定区外冈中学,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141012,上海民办华曜嘉定初级中学,上海市嘉定区第一中学,142001,7
嘉定区,141012,上海民办华曜嘉定初级中学,上海交通大学附属中学嘉定分校,142002,8
嘉定区,141012,上海民办华曜嘉定初级中学,上海师范大学附属中学嘉定新城分校,142004,3
嘉定区,141013,上海市嘉定区震川中学,上海市嘉定区第一中学,142001,12
嘉定区,141013,上海市嘉定区震川中学,上海交通大学附属中学嘉定分校,142002,14
嘉定区,141013,上海市嘉定区震川中学,上海师范大学附属中学嘉定新城分校,142004,5
嘉定区,141014,上海大学附属嘉定留云中学,上海市嘉定区第一中学,142001,5
嘉定区,141014,上海大学附属嘉定留云中学,上海交通大学附属中学嘉定分校,142002,6
嘉定区,141014,上海大学附属嘉定留云中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141015,交大附中附属嘉定德富中学,上海市嘉定区第一中学,142001,8
嘉定区,141015,交大附中附属嘉定德富中学,上海交通大学附属中学嘉定分校,142002,9
嘉定区,141015,交大附中附属嘉定德富中学,上海师范大学附属中学嘉定新城分校,142004,3
嘉定区,141016,同济大学附属实验中学,上海市嘉定区第一中学,142001,7
嘉定区,141016,同济大学附属实验中学,上海交通大学附属中学嘉定分校,142002,9
嘉定区,141016,同济大学附属实验中学,上海师范大学附属中学嘉定新城分校,142004,3
嘉定区,141017,上海市嘉定区华江中学,上海市嘉定区第一中学,142001,5
嘉定区,141017,上海市嘉定区华江中学,上海交通大学附属中学嘉定分校,142002,6
嘉定区,141017,上海市嘉定区华江中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141018,上海市嘉定区新城实验中学,上海市嘉定区第一中学,142001,7
嘉定区,141018,上海市嘉定区新城实验中学,上海交通大学附属中学嘉定分校,142002,9
嘉定区,141018,上海市嘉定区新城实验中学,上海师范大学附属中学嘉定新城分校,142004,3
嘉定区,141019,上海市嘉定区南翔中学,上海市嘉定区第一中学,142001,6
嘉定区,141019,上海市嘉定区南翔中学,上海交通大学附属中学嘉定分校,142002,8
嘉定区,141019,上海市嘉定区南翔中学,上海师范大学附属中学嘉定新城分校,142004,2
嘉定区,141020,上海市嘉定区疁城实验学校,上海交通大学附属中学,102056,1
嘉定区,141020,上海市嘉定区疁城实验学校,上海市嘉定区第一中学,142001,8
嘉定区,141020,上海市嘉定区疁城实验学校,上海交通大学附属中学嘉定分校,142002,11
嘉定区,141020,上海市嘉定区疁城实验学校,上海师范大学附属中学嘉定新城分校,142004,4
嘉定区,141021,上海市嘉定区戬浜学校,上海市上海中学,42032,1
嘉定区,141021,上海市嘉定区戬浜学校,上海市嘉定区第一中学,142001,1
嘉定区,141021,上海市嘉定区戬浜学校,上海交通大学附属中学嘉定分校,142002,1
嘉定区,141021,上海市嘉定区戬浜学校,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141022,上海市嘉定区朱桥学校,上海交通大学附属中学,102056,1
嘉定区,141022,上海市嘉定区朱桥学校,上海市嘉定区第一中学,142001,2
嘉定区,141022,上海市嘉定区朱桥学校,上海交通大学附属中学嘉定分校,142002,1
嘉定区,141022,上海市嘉定区朱桥学校,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141023,上海市民办远东学校,上海市嘉定区第一中学,142001,4
嘉定区,141023,上海市民办远东学校,上海交通大学附属中学嘉定分校,142002,5
嘉定区,141023,上海市民办远东学校,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141024,上海市民办桃李园实验学校,复旦大学附属中学,102057,1
嘉定区,141024,上海市民办桃李园实验学校,上海市嘉定区第一中学,142001,11
嘉定区,141024,上海市民办桃李园实验学校,上海交通大学附属中学嘉定分校,142002,12
嘉定区,141024,上海市民办桃李园实验学校,上海师范大学附属中学嘉定新城分校,142004,4
嘉定区,141025,上海市嘉定区华亭学校,上海市嘉定区第一中学,142001,1
嘉定区,141025,上海市嘉定区华亭学校,上海交通大学附属中学嘉定分校,142002,1
嘉定区,141025,上海市嘉定区华亭学校,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141026,上海市嘉定区娄塘学校,上海市嘉定区第一中学,142001,1
嘉定区,141026,上海市嘉定区娄塘学校,上海交通大学附属中学嘉定分校,142002,1
嘉定区,141026,上海市嘉定区娄塘学校,上海师范大学附属中学嘉定新城分校,142004,1
嘉定区,141027,上海外国语大学嘉定外国语学校,上海市嘉定区第一中学,142001,8
嘉定区,141027,上海外国语大学嘉定外国语学校,上海交通大学附属中学嘉定分校,142002,10
