district,high_school_code,seats,year,total_admission_score,chinese_admission_score,math_admission_score,english_admission_score,physics_admission_score,chemistry_admission_score,politics_admission_score,history_admission_score
静安区,182001,4,2025,701.0,125.0,124.0,124.0,,,,
静安区,183002,5,2025,683.0,130.0,116.0,118.0,,,,
静安区,182002,5,2025,741.5,142.0,129.0,133.0,,,,
静安区,202001,2,2025,726.0,141.0,120.0,136.0,,,,
静安区,202002,6,2025,731.0,134.0,127.0,139.0,,,,
静安区,512000,2,2025,702.0,117.0,129.0,136.0,,,,
静安区,512001,3,2025,711.5,116.0,136.0,122.0,,,,
闵行区,042032,55,2025,763.0,144.0,139.0,139.0,,,,
闵行区,102056,36,2025,760.0,144.0,136.0,142.0,,,,
闵行区,102057,30,2025,763.0,143.0,138.0,142.0,,,,
闵行区,152003,22,2025,761.0,144.0,132.0,142.0,,,,
闵行区,152006,39,2025,730.5,128.0,130.0,134.0,,,,
闵行区,012001,6,2025,744.0,141.0,128.0,136.0,,,,
闵行区,012003,20,2025,729.5,138.0,119.0,137.0,,,,
闵行区,012007,15,2025,694.5,117.0,128.0,127.0,,,,
闵行区,012008,11,2025,705.5,124.0,122.0,136.0,,,,
闵行区,012009,10,2025,709.0,116.0,121.0,133.0,,,,
闵行区,012010,20,2025,706.5,130.0,114.0,132.0,,,,
闵行区,012006,23,2025,,,,,,,,
闵行区,042008,16,2025,748.0,134.0,133.0,136.0,,,,
闵行区,042035,33,2025,741.0,137.0,131.0,139.0,,,,
闵行区,043015,20,2025,723.5,124.0,133.0,130.0,,,,
闵行区,042002,13,2025,,,,,,,,
闵行区,042036,10,2025,759.0,143.0,133.0,144.0,,,,
闵行区,052001,4,2025,727.5,131.0,129.0,139.0,,,,
闵行区,052002,8,2025,747.5,145.0,117.0,144.0,,,,
闵行区,053004,7,2025,727.0,135.0,123.0,136.0,,,,
闵行区,062001,5,2025,736.5,145.0,118.0,139.0,,,,
闵行区,062002,5,2025,726.5,125.0,125.0,141.0,,,,
闵行区,062003,2,2025,722.0,139.0,122.0,133.0,,,,
闵行区,062004,7,2025,701.0,119.0,112.0,138.0,,,,
闵行区,062011,7,2025,689.0,124.0,127.0,123.0,,,,
闵行区,063004,2,2025,681.0,115.0,121.0,118.0,,,,
闵行区,064001,2,2025,693.0,121.0,114.0,127.0,,,,
闵行区,072002,6,2025,742.5,139.0,127.0,139.0,,,,
闵行区,073003,4,2025,709.0,122.0,123.0,128.0,,,,
闵行区,092002,1,2025,736.0,127.0,130.0,139.0,,,,
闵行区,093001,4,2025,701.5,140.0,115.0,126.0,,,,
闵行区,102004,4,2025,729.0,132.0,132.0,133.0,,,,
闵行区,102032,7,2025,740.0,144.0,127.0,139.0,,,,
闵行区,103002,1,2025,725.0,132.0,125.0,130.0,,,,
闵行区,122001,12,2025,759.5,148.0,127.0,144.0,,,,
闵行区,123001,12,2025,731.5,137.0,125.0,139.0,,,,
闵行区,122002,7,2025,757.5,139.0,133.0,140.0,,,,
闵行区,122003,9,2025,736.0,129.0,135.0,137.0,,,,
闵行区,122004,7,2025,761.0,144.0,132.0,144.0,,,,
闵行区,132001,7,2025,732.0,140.0,121.0,140.0,,,,
闵行区,132002,14,2025,726.0,129.0,130.0,138.0,,,,
闵行区,133001,8,2025,704.0,128.0,120.0,124.0,,,,
闵行区,132003,2,2025,715.0,140.0,120.0,132.0,,,,
闵行区,133003,5,2025,,,,,,,,
闵行区,142001,8,2025,732.0,140.0,126.0,137.0,,,,
闵行区,142002,8,2025,750.0,132.0,129.0,143.0,,,,
闵行区,142004,2,2025,718.5,136.0,126.0,127.0,,,,
闵行区,152001,8,2025,743.0,138.0,127.0,139.0,,,,
闵行区,152002,8,2025,745.0,145.0,130.0,142.0,,,,
闵行区,152004,14,2025,712.5,134.0,118.0,132.0,,,,
闵行区,153001,10,2025,728.0,133.0,126.0,129.0,,,,
闵行区,153004,6,2025,718.5,128.0,122.0,136.0,,,,
闵行区,153005,8,2025,721.5,130.0,123.0,131.0,,,,
闵行区,151078,16,2025,734.5,134.0,126.0,138.0,,,,
闵行区,152005,4,2025,750.0,140.0,123.0,145.0,,,,
闵行区,162000,14,2025,719.5,126.0,131.0,125.0,,,,
闵行区,163002,10,2025,690.0,123.0,110.0,131.0,,,,
闵行区,172001,12,2025,735.5,139.0,122.0,137.0,,,,
闵行区,173001,7,2025,720.5,132.0,129.0,127.0,,,,
闵行区,172002,5,2025,753.5,146.0,134.0,134.0,,,,
闵行区,172004,10,2025,,,,,,,,
闵行区,174003,16,2025,736.0,128.0,127.0,139.0,,,,
闵行区,182001,15,2025,718.5,128.0,121.0,141.0,,,,
闵行区,183002,14,2025,702.0,128.0,122.0,130.0,,,,
闵行区,182002,5,2025,752.5,136.0,137.0,135.0,,,,
闵行区,202001,16,2025,735.5,145.0,124.0,133.0,,,,
闵行区,202002,6,2025,730.0,128.0,129.0,131.0,,,,
闵行区,512000,8,2025,704.5,127.0,117.0,132.0,,,,
浦东新区,042032,43,2025,750.5,145.0,127.0,137.0,,,,
浦东新区,102056,66,2025,756.5,150.0,123.0,144.0,,,,
浦东新区,102057,42,2025,761.0,140.0,139.0,146.0,,,,
浦东新区,152003,132,2025,759.5,148.0,131.0,140.0,,,,
浦东新区,152006,105,2025,732.0,141.0,124.0,135.0,,,,
浦东新区,155001,52,2025,740.5,140.0,124.0,140.0,,,,
浦东新区,012001,25,2025,741.5,128.0,135.0,137.0,,,,
浦东新区,012003,60,2025,738.0,131.0,130.0,136.0,,,,
浦东新区,012005,27,2025,720.5,132.0,123.0,136.0,,,,
浦东新区,012007,59,2025,702.5,128.0,118.0,130.0,,,,
浦东新区,012008,46,2025,696.5,127.0,117.0,129.0,,,,
浦东新区,012009,45,2025,712.0,128.0,123.0,130.0,,,,
浦东新区,012010,35,2025,698.5,127.0,124.0,124.0,,,,
浦东新区,042001,3,2025,718.0,129.0,126.0,130.0,,,,
浦东新区,042008,9,2025,751.0,138.0,133.0,136.0,,,,
浦东新区,042035,14,2025,740.0,130.0,126.0,143.0,,,,
浦东新区,043015,20,2025,714.0,130.0,125.0,125.0,,,,
浦东新区,042036,6,2025,759.5,146.0,137.0,134.0,,,,
浦东新区,052001,9,2025,714.5,122.0,136.0,127.0,,,,
浦东新区,052002,10,2025,740.5,135.0,133.0,134.0,,,,
浦东新区,053004,8,2025,709.0,130.0,126.0,126.0,,,,
浦东新区,062001,15,2025,728.0,130.0,129.0,136.0,,,,
浦东新区,062002,13,2025,710.0,137.0,118.0,131.0,,,,
浦东新区,062003,5,2025,707.5,126.0,121.0,130.0,,,,
浦东新区,062004,20,2025,711.0,132.0,114.0,132.0,,,,
浦东新区,062011,10,2025,682.0,126.0,109.0,129.0,,,,
浦东新区,063004,13,2025,678.5,114.0,126.0,123.0,,,,
浦东新区,064001,13,2025,692.5,130.0,120.0,132.0,,,,
浦东新区,072001,7,2025,730.0,140.0,133.0,125.0,,,,
浦东新区,072002,16,2025,743.0,136.0,131.0,136.0,,,,
浦东新区,073003,7,2025,717.0,136.0,118.0,132.0,,,,
浦东新区,092001,15,2025,738.5,131.0,132.0,136.5,,,,
浦东新区,092002,19,2025,725.0,121.0,131.0,144.0,,,,
浦东新区,093001,15,2025,705.0,125.0,120.0,127.0,,,,
浦东新区,102004,33,2025,724.5,136.0,119.0,135.0,,,,
浦东新区,102032,22,2025,738.5,134.0,130.0,139.0,,,,
浦东新区,103002,48,2025,718.0,138.0,115.0,137.0,,,,
浦东新区,122001,22,2025,753.0,145.0,129.0,143.0,,,,
浦东新区,123001,28,2025,710.5,131.0,129.0,120.0,,,,
浦东新区,122002,18,2025,749.5,136.0,134.0,141.0,,,,
浦东新区,122003,15,2025,733.0,149.0,117.0,140.0,,,,
浦东新区,122004,20,2025,752.0,143.0,132.0,138.0,,,,
浦东新区,132001,20,2025,728.0,138.0,119.0,138.0,,,,
浦东新区,132002,22,2025,717.5,129.0,130.0,128.0,,,,
浦东新区,133001,24,2025,714.0,130.0,126.0,119.0,,,,
浦东新区,132003,4,2025,714.5,120.0,126.0,129.0,,,,
浦东新区,133003,6,2025,,,,,,,,
浦东新区,142001,10,2025,726.0,139.0,128.0,132.0,,,,
浦东新区,142002,10,2025,748.5,139.0,132.0,135.0,,,,
浦东新区,142004,5,2025,716.5,137.0,111.0,137.0,,,,
浦东新区,152001,11,2025,753.5,148.0,129.0,141.0,,,,
浦东新区,152002,11,2025,749.0,148.0,124.0,141.0,,,,
浦东新区,152004,14,2025,728.0,130.0,130.0,134.0,,,,
浦东新区,153001,11,2025,738.5,143.0,126.0,140.0,,,,
浦东新区,153004,10,2025,721.5,131.0,123.0,129.0,,,,
浦东新区,153005,9,2025,735.0,140.0,127.0,135.0,,,,
浦东新区,151078,14,2025,744.0,138.0,134.0,139.0,,,,
浦东新区,152005,6,2025,756.0,146.0,132.0,139.0,,,,
浦东新区,162000,12,2025,716.0,140.0,119.0,128.0,,,,
浦东新区,163002,13,2025,693.5,130.0,111.0,129.0,,,,
浦东新区,172001,11,2025,735.0,132.0,133.0,133.0,,,,
浦东新区,173001,8,2025,711.5,121.0,131.0,128.0,,,,
浦东新区,172002,16,2025,742.0,141.0,124.0,141.0,,,,
浦东新区,172004,2,2025,717.0,125.0,122.0,126.0,,,,
浦东新区,174003,13,2025,728.5,129.0,129.0,124.0,,,,
浦东新区,182001,12,2025,704.5,130.0,123.0,126.0,,,,
浦东新区,183002,13,2025,699.5,133.0,123.0,137.0,,,,
浦东新区,182002,5,2025,747.0,144.0,127.0,141.0,,,,
浦东新区,202001,20,2025,732.5,144.0,123.0,133.0,,,,
浦东新区,202002,10,2025,740.5,137.0,126.0,136.0,,,,
浦东新区,512000,8,2025,700.0,110.0,132.0,130.0,,,,
浦东新区,512001,16,2025,712.0,136.0,124.0,126.0,,,,
普陀区,042032,10,2025,765.0,136.0,143.0,144.0,,,,
普陀区,102056,22,2025,756.5,139.0,134.0,144.0,,,,
普陀区,102057,14,2025,762.0,146.0,131.0,139.0,,,,
普陀区,152003,8,2025,756.5,148.0,132.0,137.0,,,,
普陀区,152006,2,2025,726.5,135.0,122.0,132.0,,,,
普陀区,012001,10,2025,738.0,138.0,120.0,142.0,,,,
普陀区,012003,6,2025,732.5,132.0,127.0,138.0,,,,
普陀区,012005,6,2025,728.5,124.0,129.0,133.0,,,,
普陀区,012007,2,2025,715.5,125.0,127.0,141.0,,,,
普陀区,012008,3,2025,706.5,122.0,126.0,116.0,,,,
普陀区,012009,5,2025,711.0,128.0,121.0,132.0,,,,
普陀区,042001,5,2025,727.0,131.0,126.0,134.5,,,,
普陀区,042008,6,2025,752.5,142.0,131.0,142.0,,,,
普陀区,042035,3,2025,743.0,137.0,129.0,137.0,,,,
普陀区,043015,2,2025,707.0,124.0,126.0,125.0,,,,
普陀区,042036,4,2025,755.5,138.0,133.0,140.0,,,,
普陀区,052001,5,2025,732.0,139.0,122.0,135.0,,,,
普陀区,052002,9,2025,743.5,133.0,130.0,139.0,,,,
普陀区,053004,6,2025,721.5,124.0,131.0,133.0,,,,
普陀区,062001,12,2025,731.0,127.0,131.0,139.0,,,,
普陀区,062002,5,2025,720.5,119.0,135.0,134.0,,,,
普陀区,062003,5,2025,708.5,125.0,124.0,127.0,,,,
普陀区,062004,7,2025,726.5,130.0,125.0,139.0,,,,
普陀区,062011,7,2025,690.5,122.0,120.0,133.0,,,,
普陀区,063004,6,2025,694.0,128.0,120.0,123.0,,,,
普陀区,064001,4,2025,690.0,124.0,126.0,115.0,,,,
普陀区,072001,8,2025,735.5,136.0,130.0,133.0,,,,
普陀区,072002,8,2025,752.0,144.0,133.0,134.0,,,,
普陀区,073003,9,2025,717.5,132.0,124.0,125.0,,,,
普陀区,073082,3,2025,,,,,,,,
普陀区,092001,6,2025,733.0,145.0,117.0,141.0,,,,
普陀区,092002,4,2025,731.0,133.0,128.0,132.0,,,,
普陀区,093001,2,2025,714.0,116.0,130.0,129.0,,,,
普陀区,102004,4,2025,726.0,130.0,127.0,131.0,,,,
普陀区,102032,7,2025,740.5,134.0,121.0,145.0,,,,
普陀区,103002,1,2025,722.0,130.0,128.0,128.0,,,,
普陀区,122001,6,2025,748.0,141.0,127.0,137.0,,,,
普陀区,123001,5,2025,716.0,127.0,131.0,118.0,,,,
普陀区,122002,4,2025,750.0,145.0,127.0,147.0,,,,
普陀区,122003,2,2025,720.5,133.0,128.0,121.0,,,,
普陀区,122004,3,2025,759.0,147.0,134.0,140.0,,,,
普陀区,132001,7,2025,721.0,126.0,125.0,135.0,,,,
普陀区,132002,9,2025,714.0,137.0,124.0,125.0,,,,
普陀区,133001,6,2025,718.0,143.0,121.0,118.0,,,,
普陀区,132003,4,2025,726.0,135.0,122.0,131.0,,,,
普陀区,142001,6,2025,728.5,139.0,126.0,135.0,,,,
普陀区,142002,12,2025,753.0,138.0,134.0,142.0,,,,
普陀区,142004,3,2025,715.0,127.0,125.0,130.0,,,,
普陀区,152001,5,2025,748.0,143.0,131.0,132.0,,,,
普陀区,152002,5,2025,739.5,131.0,129.0,140.0,,,,
普陀区,152004,8,2025,703.0,127.0,133.0,105.0,,,,
普陀区,153001,9,2025,706.0,127.0,125.0,137.0,,,,
普陀区,153004,4,2025,697.0,123.0,123.0,120.0,,,,
普陀区,153005,8,2025,718.5,122.0,124.0,140.0,,,,
普陀区,152005,5,2025,729.5,132.0,127.0,130.0,,,,
普陀区,162000,4,2025,722.0,133.0,114.0,141.0,,,,
普陀区,163002,3,2025,683.5,120.0,123.0,116.0,,,,
普陀区,172001,3,2025,725.0,123.0,130.0,140.0,,,,
普陀区,173001,5,2025,702.5,121.0,127.0,122.0,,,,
普陀区,174003,1,2025,729.0,127.0,127.0,132.0,,,,
普陀区,182001,3,2025,692.5,131.0,116.0,116.0,,,,
普陀区,183002,4,2025,702.0,117.0,127.0,123.0,,,,
普陀区,182002,3,2025,748.5,139.0,128.0,138.0,,,,
普陀区,202001,2,2025,737.5,141.0,124.0,141.0,,,,
普陀区,512000,2,2025,705.5,140.0,119.0,114.0,,,,
青浦区,042032,4,2025,765.0,150.0,133.0,140.0,,,,
青浦区,102056,7,2025,757.0,145.0,127.0,144.0,,,,
青浦区,102057,4,2025,762.5,140.0,139.0,142.0,,,,
青浦区,152003,5,2025,749.0,142.0,134.0,133.0,,,,
青浦区,152006,2,2025,736.0,131.0,123.0,138.0,,,,
青浦区,012003,2,2025,735.0,139.0,124.0,138.0,,,,
青浦区,042001,2,2025,713.5,125.0,118.0,137.0,,,,
青浦区,042008,4,2025,743.0,137.0,134.0,136.0,,,,
青浦区,042035,2,2025,739.0,140.0,132.0,128.0,,,,
青浦区,043015,2,2025,695.0,116.0,122.0,136.0,,,,
青浦区,052001,2,2025,722.5,132.0,131.0,133.0,,,,
青浦区,052002,3,2025,747.0,148.0,129.0,140.0,,,,
青浦区,053004,2,2025,728.5,126.0,129.0,137.0,,,,
青浦区,062002,3,2025,678.0,125.0,115.0,127.0,,,,
青浦区,062003,2,2025,691.5,123.0,123.0,115.0,,,,
青浦区,062011,1,2025,667.0,120.0,112.0,114.0,,,,
青浦区,072001,1,2025,727.5,137.0,126.0,131.0,,,,
青浦区,072002,3,2025,739.5,138.0,122.0,144.0,,,,
青浦区,073003,3,2025,707.5,127.0,130.0,120.0,,,,
青浦区,092002,3,2025,698.0,125.0,126.0,125.0,,,,
青浦区,102004,2,2025,706.0,136.0,125.0,128.0,,,,
青浦区,102032,1,2025,739.0,140.0,125.0,145.0,,,,
青浦区,122001,8,2025,750.0,143.0,124.0,142.0,,,,
青浦区,123001,6,2025,690.0,119.0,113.0,125.0,,,,
青浦区,122003,4,2025,719.5,132.0,127.0,135.0,,,,
青浦区,122004,3,2025,750.5,146.0,125.0,138.0,,,,
青浦区,132001,5,2025,723.5,124.0,131.0,129.0,,,,
青浦区,132002,2,2025,703.5,124.0,125.0,124.0,,,,
青浦区,133001,3,2025,698.5,130.0,119.0,128.0,,,,
青浦区,133003,2,2025,,,,,,,,
青浦区,142001,5,2025,724.5,135.0,127.0,138.0,,,,
青浦区,142002,2,2025,757.5,142.0,133.0,143.0,,,,
青浦区,142004,4,2025,716.5,138.0,122.0,133.0,,,,
青浦区,152001,2,2025,730.0,137.0,124.0,131.0,,,,
青浦区,152002,5,2025,733.5,130.0,130.0,144.0,,,,
青浦区,152004,5,2025,707.5,132.0,123.0,131.0,,,,
青浦区,153001,5,2025,687.0,115.0,117.0,117.0,,,,
青浦区,153004,6,2025,694.0,131.0,121.0,114.0,,,,
青浦区,153005,3,2025,712.5,124.0,129.0,128.0,,,,
青浦区,162000,5,2025,717.0,132.0,123.0,131.0,,,,
青浦区,163002,3,2025,692.5,128.0,113.0,123.0,,,,
青浦区,172001,11,2025,737.5,141.0,124.0,136.0,,,,
青浦区,173001,8,2025,710.0,129.0,117.0,133.0,,,,
青浦区,174003,10,2025,734.0,135.0,132.0,133.0,,,,
青浦区,182001,12,2025,737.0,132.0,131.0,138.0,,,,
青浦区,183002,13,2025,708.5,132.0,122.0,125.0,,,,
青浦区,182002,2,2025,763.5,150.0,135.0,137.0,,,,
青浦区,202001,3,2025,728.0,134.0,129.0,131.0,,,,
青浦区,512000,2,2025,697.0,131.0,121.0,133.0,,,,
松江区,042032,10,2025,764.0,149.0,124.0,147.0,,,,
松江区,102056,15,2025,760.0,137.0,134.0,143.0,,,,
松江区,102057,10,2025,763.0,150.0,129.0,143.0,,,,
松江区,152003,8,2025,754.0,148.0,125.0,135.0,,,,
松江区,152006,9,2025,730.0,136.0,127.0,133.0,,,,
松江区,012001,9,2025,743.5,137.0,133.0,141.0,,,,
松江区,012003,8,2025,733.0,122.0,133.0,140.0,,,,
松江区,012008,5,2025,698.5,120.0,116.0,134.0,,,,
松江区,012009,3,2025,724.0,123.0,131.0,131.0,,,,
松江区,012010,15,2025,711.5,128.0,126.0,125.0,,,,
松江区,042001,3,2025,726.0,134.0,135.0,126.0,,,,
松江区,042008,5,2025,754.0,141.0,135.0,141.0,,,,
松江区,042035,4,2025,746.5,133.0,137.0,138.0,,,,
松江区,043015,6,2025,717.0,134.0,116.0,141.0,,,,
松江区,042036,2,2025,756.0,147.0,128.0,136.0,,,,
松江区,052001,3,2025,720.0,125.0,127.0,130.0,,,,
松江区,052002,3,2025,747.0,134.0,135.0,139.0,,,,
松江区,053004,2,2025,729.5,121.0,130.0,144.0,,,,
松江区,062002,3,2025,720.0,123.0,130.0,126.0,,,,
松江区,062011,1,2025,685.0,116.0,129.0,112.0,,,,
松江区,064001,1,2025,681.0,122.0,108.0,138.0,,,,
松江区,072001,10,2025,722.5,137.0,130.0,122.0,,,,
松江区,072002,2,2025,750.0,140.0,131.0,142.0,,,,
松江区,073003,4,2025,710.5,143.0,122.0,132.0,,,,
松江区,092002,6,2025,727.0,141.0,123.0,140.0,,,,
松江区,093001,2,2025,660.0,107.0,107.0,118.0,,,,
松江区,102004,6,2025,723.0,128.0,133.0,125.0,,,,
松江区,102032,1,2025,770.0,149.0,133.0,147.0,,,,
松江区,122001,16,2025,756.0,144.0,130.0,143.0,,,,
松江区,123001,11,2025,717.5,140.0,133.0,122.0,,,,
松江区,122003,11,2025,736.0,136.0,126.0,139.0,,,,
松江区,122004,4,2025,760.5,146.0,131.0,143.0,,,,
松江区,132001,1,2025,719.0,137.0,119.0,137.0,,,,
松江区,132002,2,2025,718.5,130.0,128.0,125.0,,,,
松江区,133001,7,2025,700.5,129.0,123.0,118.0,,,,
松江区,142001,3,2025,730.0,138.0,119.0,147.0,,,,
松江区,142002,2,2025,756.0,144.0,127.0,148.0,,,,
松江区,142004,3,2025,720.5,139.0,121.0,134.0,,,,
松江区,152001,5,2025,742.5,143.0,124.0,138.0,,,,
松江区,152002,10,2025,744.0,130.0,129.0,134.0,,,,
松江区,152004,7,2025,715.5,131.0,126.0,132.0,,,,
松江区,153001,8,2025,720.5,142.0,109.0,135.0,,,,
松江区,153004,10,2025,709.0,125.0,131.0,121.0,,,,
松江区,153005,3,2025,721.0,133.0,133.0,123.0,,,,
松江区,151078,7,2025,734.0,139.0,118.0,144.0,,,,
松江区,162000,12,2025,729.5,135.0,123.0,139.0,,,,
松江区,163002,7,2025,712.5,133.0,122.0,133.0,,,,
松江区,172001,8,2025,756.5,147.0,128.0,140.0,,,,
松江区,173001,8,2025,728.0,132.0,122.0,143.0,,,,
松江区,172002,3,2025,760.5,149.0,128.0,144.0,,,,
松江区,172004,1,2025,760.5,137.0,130.0,147.0,,,,
松江区,174003,8,2025,742.5,142.0,123.0,140.0,,,,
松江区,182001,16,2025,727.5,143.0,127.0,125.0,,,,
松江区,183002,13,2025,703.0,117.0,122.0,132.0,,,,
松江区,182002,6,2025,753.0,145.0,135.0,140.0,,,,
松江区,202001,8,2025,739.5,143.0,120.0,146.0,,,,
松江区,512000,6,2025,705.5,123.0,123.0,133.0,,,,
徐汇区,042032,92,2025,760.0,146.0,129.0,145.0,,,,
徐汇区,102056,21,2025,756.5,144.0,126.0,145.0,,,,
徐汇区,102057,17,2025,760.5,146.0,129.0,144.0,,,,
徐汇区,152003,17,2025,756.5,145.0,130.0,145.0,,,,
徐汇区,152006,20,2025,726.5,123.0,124.0,138.0,,,,
徐汇区,012001,4,2025,740.5,130.0,131.0,141.0,,,,
徐汇区,012003,15,2025,731.0,135.0,120.0,141.0,,,,
徐汇区,012005,8,2025,724.5,135.0,125.0,137.0,,,,
徐汇区,012007,8,2025,693.5,114.0,122.0,128.0,,,,
徐汇区,012008,3,2025,696.0,113.0,123.0,133.0,,,,
徐汇区,012009,3,2025,711.5,132.0,127.0,124.0,,,,
徐汇区,012010,13,2025,708.5,129.0,119.0,128.0,,,,
徐汇区,042001,7,2025,727.5,140.0,123.0,134.0,,,,
徐汇区,042008,9,2025,758.5,147.0,130.0,147.0,,,,
徐汇区,042035,9,2025,742.5,130.0,130.0,142.0,,,,
徐汇区,043015,8,2025,731.0,136.0,120.0,140.0,,,,
徐汇区,042002,40,2025,,,,,,,,
徐汇区,042036,3,2025,762.0,150.0,130.0,140.0,,,,
徐汇区,052001,2,2025,725.0,125.0,127.0,135.0,,,,
徐汇区,052002,7,2025,748.0,138.0,127.0,144.0,,,,
徐汇区,053004,3,2025,727.0,127.0,130.0,129.0,,,,
徐汇区,062001,8,2025,715.0,134.0,129.0,138.0,,,,
徐汇区,062002,4,2025,713.0,140.0,120.0,127.0,,,,
徐汇区,062003,2,2025,721.0,136.0,130.0,127.0,,,,
徐汇区,062004,2,2025,710.0,138.0,119.0,144.0,,,,
徐汇区,062011,3,2025,680.0,121.0,109.0,126.0,,,,
徐汇区,063004,2,2025,685.0,101.0,126.0,133.0,,,,
徐汇区,064001,5,2025,680.0,134.0,112.0,116.0,,,,
徐汇区,072002,3,2025,734.5,139.0,119.0,144.0,,,,
徐汇区,073003,6,2025,708.5,122.0,121.0,133.0,,,,
徐汇区,073082,4,2025,,,,,,,,
徐汇区,093001,2,2025,705.0,129.0,124.0,127.0,,,,
徐汇区,102004,3,2025,708.0,126.0,130.0,124.0,,,,
徐汇区,102032,8,2025,734.5,134.0,135.0,135.0,,,,
徐汇区,122001,16,2025,749.5,141.0,127.0,147.0,,,,
徐汇区,123001,8,2025,703.0,127.0,122.0,120.0,,,,
徐汇区,122002,15,2025,750.0,140.0,126.0,142.0,,,,
徐汇区,122003,9,2025,732.0,133.0,128.0,135.0,,,,
徐汇区,122004,14,2025,754.5,145.0,136.0,138.0,,,,
徐汇区,132002,2,2025,719.5,135.0,123.0,138.0,,,,
徐汇区,133001,1,2025,713.0,128.0,132.0,116.0,,,,
徐汇区,132003,2,2025,726.0,140.0,123.0,137.0,,,,
徐汇区,133003,3,2025,,,,,,,,
徐汇区,142001,4,2025,729.0,125.0,125.0,139.0,,,,
徐汇区,142002,8,2025,753.0,145.0,127.0,145.0,,,,
徐汇区,142004,2,2025,710.0,117.0,125.0,134.0,,,,
徐汇区,152001,7,2025,737.5,144.0,119.0,140.0,,,,
徐汇区,152002,7,2025,737.5,135.0,122.0,134.0,,,,
徐汇区,152004,7,2025,693.0,132.0,115.0,128.0,,,,
徐汇区,153001,6,2025,718.5,135.0,122.0,131.0,,,,
徐汇区,153004,4,2025,714.0,126.0,126.0,130.0,,,,
徐汇区,153005,6,2025,712.0,127.0,116.0,139.0,,,,
徐汇区,151078,12,2025,734.0,149.0,125.0,129.0,,,,
徐汇区,152005,4,2025,743.5,144.0,128.0,134.0,,,,
徐汇区,162000,8,2025,705.5,138.0,120.0,118.0,,,,
徐汇区,163002,5,2025,698.5,130.0,111.0,132.0,,,,
徐汇区,172001,7,2025,738.0,145.0,120.0,143.0,,,,
徐汇区,173001,5,2025,717.0,134.0,116.0,134.0,,,,
徐汇区,172002,3,2025,742.5,145.0,119.0,141.0,,,,
徐汇区,172004,5,2025,705.0,130.0,119.0,129.0,,,,
徐汇区,174003,5,2025,723.0,129.0,133.0,126.0,,,,
徐汇区,182001,4,2025,719.5,126.0,122.0,143.0,,,,
徐汇区,183002,4,2025,687.5,122.0,118.0,122.0,,,,
徐汇区,182002,3,2025,752.0,144.0,130.0,142.0,,,,
徐汇区,202001,2,2025,727.0,129.0,129.0,135.0,,,,
徐汇区,202002,7,2025,727.0,130.0,126.0,135.0,,,,
徐汇区,512000,2,2025,706.5,125.0,120.0,128.0,,,,
杨浦区,042032,8,2025,753.5,142.0,133.0,139.0,,,,
杨浦区,102056,45,2025,757.0,134.0,134.0,147.0,,,,
杨浦区,102057,45,2025,760.0,144.0,135.0,140.0,,,,
杨浦区,152003,9,2025,740.5,144.0,122.0,137.0,,,,
杨浦区,012001,9,2025,743.5,142.0,130.0,133.0,,,,
杨浦区,012005,6,2025,696.0,134.0,111.0,126.0,,,,
杨浦区,012007,2,2025,722.0,128.0,128.0,131.0,,,,
杨浦区,012008,3,2025,710.5,128.0,119.0,138.0,,,,
杨浦区,012009,2,2025,725.0,130.0,124.0,133.0,,,,
杨浦区,042001,3,2025,719.0,139.0,123.0,132.0,,,,
杨浦区,042008,2,2025,740.0,138.0,125.0,141.0,,,,
杨浦区,042035,2,2025,735.5,136.0,127.0,137.0,,,,
杨浦区,043015,2,2025,714.0,130.0,121.0,128.0,,,,
杨浦区,042036,2,2025,755.0,146.0,127.0,143.0,,,,
杨浦区,052001,3,2025,708.5,118.0,125.0,128.0,,,,
杨浦区,052002,4,2025,735.0,143.0,124.0,137.0,,,,
杨浦区,053004,3,2025,704.5,131.0,126.0,132.0,,,,
杨浦区,062001,5,2025,731.0,126.0,133.0,135.0,,,,
杨浦区,062002,2,2025,705.0,120.0,120.0,123.0,,,,
杨浦区,062003,4,2025,704.5,127.0,117.0,134.0,,,,
杨浦区,062004,6,2025,722.5,125.0,132.0,132.0,,,,
杨浦区,062011,6,2025,677.0,118.0,122.0,115.0,,,,
杨浦区,063004,2,2025,689.0,119.0,119.0,122.0,,,,
杨浦区,072001,3,2025,722.0,122.0,131.0,131.0,,,,
杨浦区,072002,2,2025,748.0,145.0,131.0,139.0,,,,
杨浦区,073003,4,2025,713.5,125.0,124.0,128.0,,,,
杨浦区,092001,16,2025,742.5,134.0,129.0,141.0,,,,
杨浦区,092002,14,2025,731.5,135.0,125.0,138.0,,,,
杨浦区,093001,11,2025,714.0,130.0,124.0,130.0,,,,
杨浦区,102004,10,2025,733.5,136.0,125.0,139.0,,,,
杨浦区,102032,10,2025,751.5,141.0,128.0,140.0,,,,
杨浦区,103002,8,2025,728.0,136.0,126.0,134.0,,,,
杨浦区,122001,3,2025,747.5,142.0,121.0,142.0,,,,
杨浦区,123001,3,2025,710.5,131.0,115.0,136.0,,,,
杨浦区,122002,5,2025,754.0,150.0,130.0,141.0,,,,
杨浦区,122003,4,2025,729.5,137.0,126.0,131.0,,,,
杨浦区,122004,3,2025,748.0,142.0,134.0,143.0,,,,
